Ibaloi_word,Pronunciation,POS,English_word,Ibaloi_synonyms,Ibaloi_sentence,English_sentence,Notes,isNew
nay-olay,nay-oh-LAY,v,"abandoned, gone to seed",in-olai,,,,FALSE
nay-uli,nay-oo-LEE,v,returned,,,,,FALSE
naybeka,nay-buh-KAH,v,buried,,,,,FALSE
naybeka-an,nay-buh-kah-AN,n,grave,,,,,FALSE
naybulak,nay-boo-LAK,v,scattered,naygualak,Naybulak muwan eh usal.,The things are scattered again.,,FALSE
naydaem,nay-dah-UHM,av,inside,,,,,FALSE
naygualak,nay-gwah-LAK,v,scattered,naybulak,,,,FALSE
nayjoh’nek,nay-joh-NUHK,v,sprained,,,,,FALSE
naykayang,nay-kah-YANG,av/id,"above; upstairs, second floor",,,,,FALSE
nayngivil,nay-ngee-VIL,prep,on the edge,,,,derived from ngivil; prefix nay- shifts stress to last,FALSE
naypaghel,nay-pah-GUHL,v,forbidden,,,,,FALSE
naypundarjen,,,,,,,,TRUE
naysemek,,,,,,,,TRUE
naysemekan,,,,,,,,TRUE
naysulat,nay-SOO-lat,,written,,,,,FALSE
naytihel,nay-tee-HUHL,v,caught between,,,,,FALSE
naytuhi,nay-TOO-hee,adj,shallow,,Naytuhi numan nay mulaan to isunga etuwang ni powek.,"It was planted on a shallow ground, that's is why it fell during the storrm.",,FALSE
nem,NUHM,conj,but,,"E-comid sikato, nem matekal.","He/She is flat nosedd, but smart.",,FALSE
nemnem,NUHM-nuhm,n,"thought, idea, wisdom",,,,,FALSE
nemnemmen,nuhm-nuhm-MUHN,v,"to think of, remember",,,,,FALSE
nemnenemen,,,,,,,,TRUE
nen,NUHN,prep,of,,"memapteng e pusa nen lolak. | Eshakel e buwek nen nanang ko jen emputi. | Ekurab e mata nen lolok, kabol ni cellphone. | Ebadeg e digat nen nanang niman jen  ashe las tatang. | Say emausal ma ja almas niman ja tempo ket aliwena paltog, nu di ket Esel nen Apo. | Haja nen asok e ka arol ko.","My grandmother's cat is so nice. | My mother has so many white hair. | My grandfather eyes was blind, because of cellphone. | The life of my mother was hard, when our father past away. | In this present time, the weapon used is not a gun, but the Word of God. | I sleep with my dog for now.",,FALSE
nga-ow,ngah-OW,adj,"bad, not right","cotay, mahedsel, maladamsis",,,,FALSE
ngaaw,,,past;,,,,,TRUE
ngadngad,ngad-NGAD,n/adj,red-rimmed eyes,,,,,FALSE
ngaful,ngah-FOOL,n,puppy,,,,,FALSE
ngafus,ngah-FOOS,n,burning end of,,,,,FALSE
ngah’ngah’,NGAH-ngah,n,"baby, infant",coyat,,,,FALSE
ngah’ta,NGAH-tah,v,open one’s mouth,,,,,FALSE
ngalakngak,ngah-lak-NGAK,n,"laughter, guffaw",ngih’ngi,Pigsay ngalakngak tu tep edadsak,She's happy that's why she laughed loud,,FALSE
ngalaongao,ngah-law-NGAW,adj,"boisterous, rowdy, noisy",,,,,FALSE
ngaled,ngah-LUHD,n/v,growl,ngarrel,,,,FALSE
ngalngal,ngal-NGAL,v,"chew, masticate",kalkal,,,,FALSE
nganto,ngan-TOH,pro,what,"na, ngantoy, ngaran",,,,FALSE
ngantoy,ngan-TOY,pro,"what, why, how","cas-ano, na, nganto, ngaran",,,,FALSE
ngaran,ngah-RAN,n/pro,"name, what","na, nganto, ngantoy",,,stress on first syllable,FALSE
ngarrel,NGAH-ruhl,n/v,growl,ngaled,,,doubled /r/ cluster; stress on first,FALSE
ngarud,NGAH-rood,conj,"therefore, whence, thus, because","dafu, gafut, un-ata",,,stress on first,FALSE
ngasa,NGAH-sah,n,waste,"cawas, damsis",,,stress on first; simple two-syllable form,FALSE
ngata,ngah-TAH,av,"Really?, Is that so?, doubtful expression",,,,stress on first,FALSE
nge-masa,nguh-mah-SAH,adj,wasted,,,,prefix nge- + masa; stress on 2nd,FALSE
ngekngek,ngek-NGEK,n/v,whimper,,,,reduplicated nasal + velar; stress on first,FALSE
ngem,NGUHM,conj,but,,,,short single syllable,FALSE
ngentoy,,,why;,,Ashalen ko nu ngentoy pesing man tusho,I will learn the strategies in teaching,,TRUE
ngepos,nguh-POS,n,"last flicker of light, ember, burning end of a piece of wood",,,,stress on first; two-syllable form,FALSE
ngih’ngi,NGEEH-ngeeh,n/v,"laughter, laugh",ngalakngak,,,stress on second,FALSE
ngih’shit,NGEEH-sheet,n/v,"smile, giggle",isem,,,has palatal fricative /ʃ/ like in she,FALSE
ngilin,ngee-LEEN,n/v,"period of bereavement; wedding, marriage ceremony",,,,stress on first,FALSE
ngisdao,ngees-DAW,n/adj,"missing tooth, toothless",,,,compound form; stress on second syllable,FALSE
ngivil,ngee-VEEL,n,edge,,,,stress on first; /v/ pronounced with light friction,FALSE
ngiyao,ngee-YAW,n,"cat, cat’s meow, ogre",,memapteng e pusa nen lolak.,My grandmother's cat is so nice.,diphthong -yao; stress on first,FALSE
ngo,NGOH,av,also,,,,short vowel; stress on single syllable,FALSE
ngodi,,,,,,,,TRUE
ngon,,,,,,,,TRUE
ngos,,,,,,,,TRUE
ngoy,,,,,,,,TRUE
ngu,,,,,,,,TRUE
ngun,,,,,,,,TRUE
ni olay,nee-oh-LAY,,all the time,,,,,FALSE
niman,nee-MAN,av,"now, currently",,"Ebadeg e digat nen nanang niman jen  ashe las tatang. | Say emausal ma ja almas niman ja tempo ket aliwena paltog, nu di ket Esel nen Apo. | Aligwena enam-ay ma niman ja tempo ja mengnap ni pan dagbo-ab.","The life of my mother was hard, when our father past away. | In this present time, the weapon used is not a gun, but the Word of God. | Today's it's not easy to find a job to earn a living",stress on first syllable; short vowels,FALSE
nimạn,,,,,,,,TRUE
ninamtan,nee-nam-TAN,v,tasted,,,,,FALSE
ningngil,NEE-ngeel,v/id,peep; check on,,,,reduplicated nasal cluster; stress on first,FALSE
ningning,NEENG-neeng,n,"look, appearance",,,,full reduplication; both syllables equal stress,FALSE
nita,,,,,,,,TRUE
niyug,nee-YOOG,n,coconut,,,,coconut; /yu/ as in you,FALSE
numan,,,,,Apaladoy adok to numan ni semek to. | Baknang numan era huta barkadak. | Eg in uli ni kaaruba mi huta binudod ton batiya. | mayat numan in pan adivay sha | Asdegto numan e binuras sha. | En amis numan e Dipig ja balat nu may shek-shek. | Naytuhi numan nay mulaan to isunga etuwang ni powek.,"He really persuaded his love for me. | My friends were rich. | Our neighbor did not return  our tub that they borrowed. | they had a good conversation experience | Their harvest was plentiful. | Dipig' banana is delicious when boiled. | It was planted on a shallow ground, that's is why it fell during the storrm.",,TRUE
nunta,noon-TAH,av/conj,"during, while, at",camon,si tatang ko ket na-enshi nunta 2018.,My dad past away back 2018.,stress on first; short final vowel,FALSE
nuntan,,,,,,,,TRUE
nuwang,noo-WANG,n,water buffalo,,,,final /ŋ/ velar nasal,FALSE
o-onito,oh-oh-NEE-toh,av,feeling much better,,,,"reduplicated verb form, stress on 3rd syllable",FALSE
o-owap,oh-oh-WAP,n,"lie, falsehood","bah’sil, u-owap",,,reduplicated verb form,FALSE
obda,ob-DAH,n/v,"work, toil",ubda,,,stress on last syllable; initial glottal onset,FALSE
oditen,oh-DEE-tuhn,v,"relate, tell, narrate",,,,stress on second; three syllables,FALSE
ogghip,oh-GEEP,n/v,sleep,,,,doubled /g/ cluster; stress on second,FALSE
ogkayo,,,,,,,,TRUE
ojes,oh-JUHS,n/v,"skin, peeling; to peel, pare",,,,stress on second,FALSE
ojet,oh-JUHT,v,"eke out, elicit",,,,stress on second; final /t/ often unreleased [t̚],FALSE
ok-ok,OK-ok,n/v,cough,,,,reduplicated; glottal onset in second syllable,FALSE
ol-olay,ol-oh-LAY,,always,,,,,FALSE
ol-olay,ol-oh-LAY,,all the time,,,,,FALSE
olay,oh-LAY,,abandoned,,,,,FALSE
oleg,oh-LUHG,n,snake,,,,stress on second; final /g/ often velar stop [ɡ],FALSE
oles,oh-LUHS,n,blanket,,,,stress on second; final /s/ can be lightly hissed [s̻],FALSE
olop,oh-LOP,v,"take with, bring with, go with someone, bring along someone",,,,stress on second; final /p/ may be unreleased [p̚],FALSE
on-an,,,,,,,,TRUE
on-angem,on-NGUHM,,but,,,,,FALSE
ondekna,,,,,,,,TRUE
onito,oh-NEE-toh,av,better (as in feeling better),,,,,FALSE
ono,,,,,,,,TRUE
onoran,,,,,,,,TRUE
onpadigat,,,,,,,,TRUE
onusim,,,,,,,,TRUE
osil,OH-seel,v,run after,"inusil, usil",,,,FALSE
osilen,oh-SEE-luhn,v,"to run after, will run after",,,,verb form derived from osil,FALSE
osto-osto,os-TO-os-TO,av,"exactly, perfectly",,,,reduplicated adverb,FALSE
ota,OH-ta,n/v,vomit,,,,,FALSE
otik,,,,,,,,TRUE
otot,OH-tot,n,"mouse, rat",,,,,FALSE
ovodan,oh-VOH-dan,n,stone used for sharpening knives and other tools,,,,stress on last syllable,FALSE
ovol,oh-VOL,v,"hone, sharpen",,,,,FALSE
owek,oh-WEHK,n/v,pierce with stake,,,,stress on 2nd syllable,FALSE
owen,OH-wuhn,,yes,,,,,FALSE
oyok,OH-yok,v,"to be meek, to be submissive, to yield",,,,,FALSE
oyokan,oh-yoh-KAN,n,wild berry,,,,,FALSE
paay,,,,,,,,TRUE
paggow,PAH-gow,n,chest,,,,,FALSE
pak-paho,,,,,,,,TRUE
palado,,,"extreme, worse, too much, severely, brutally",,,,,TRUE
pamilja,pah-MEEL-ja,n,family,,Sikami jen pamilja ket kami ka mengan shi do-ongan ni baley mi.,We as a family we eat under the house.,,FALSE
pamiljam,,,,,,,,TRUE
pan,,,,,Aligwena enam-ay ma niman ja tempo ja mengnap ni pan dagbo-ab. | mayat numan in pan adivay sha,Today's it's not easy to find a job to earn a living | they had a good conversation experience,,TRUE
pan-anos,pan-AH-nos,v,be patient,anosan,Pan-anos kad panag-eskwedam.,Be patient on your studies.,,FALSE
pan-ekad,,,,,,,,TRUE
pan-usila,pan-oo-see-LAH,v,running after,meng-ngungusil,,,nominalized form,FALSE
panbabawi,,,,,,,,TRUE
pandagboan,,,,,,,,TRUE
pangkep,,,,,,,,TRUE
paoney,,,,,,,,TRUE
papa-jew,,,,,,,,TRUE
para,,,for;,,,,,TRUE
parentis,,,,,,,,TRUE
pasensya-im,,,,,,,,TRUE
pay,,,,,Nganga ka pay eh man asagua ka,You’re too young to get married.,,TRUE
paylaeng,,,,,,,,TRUE
paylang,,,,,,,,TRUE
pekevas,,,,,,,,TRUE
pengamiaan,,,,,,,,TRUE
pesingan,,,,,,,,TRUE
pespesen,,,,,,,,TRUE
pidi,,,,,,,,TRUE
pidien,,,,,,,,TRUE
piga,,,"how much, how many;",,,,,TRUE
piniyan,,,,,,,,TRUE
pipiyan,,,Inclined;,,,,,TRUE
pisaw,,,,,,,,TRUE
pisbok,,,,,,,,TRUE
piyan,,,like;,,Piyan kon man pa ilot | Pilak ladta e piyan ni caracdan.,I want  to have a massage | Money is what the majority wants.,,TRUE
piyanen,,,,,,,,TRUE
piyek,pee-YUHK,n,chicks (newly hatched),,,,,FALSE
pohel,poh-HUHL,n,bones,,,,,FALSE
poweg,poh-WUHG,n,knee/s,,,,,FALSE
problema,,,,,,,,TRUE
pudno,,,,,,,,TRUE
puro,,,,,,,,TRUE
pusa,POO-sah,n,cat,,memapteng e pusa nen lolak.,My grandmother's cat is so nice.,,FALSE
puso,POO-soh,n,heart,,,,,FALSE
pusom,,,,,,,,TRUE
relasyon,,,,,,,,TRUE
rere,REH-reh,n,"complaint; v to complain, to question",,,,,FALSE
reshan,,,,,,,,TRUE
respitom,,,,,,,,TRUE
sabong,,,,,,,,TRUE
sadjay,,,this;,,,,,TRUE
sahey,,,one;,,,,,TRUE
saja,,,,,,,,TRUE
sakey,,,sak sakey;,,,,,TRUE
sakripisyo,,,,,,,,TRUE
samanak,,,,,,,,TRUE
san,,,,,,,,TRUE
san-akow,san-AH-khow,,all day,,San-akow ja nan-ayayam eray aanak.,The children played all day.,,FALSE
san-asagua,SAN-ah-SOOG-wah,n,married couple,,San-asagua era.,They are a married couple.,,FALSE
san-davi,san-DAH-vee,,all night,,Nan-ubda era ni san-davi.,They worked all night.,,FALSE
sangi,sah-NGEE,n,tooth/teeth,,,,,FALSE
sangka,,,,,,,,TRUE
sanka,,,,,,,,TRUE
sarot,,,lazy,,,,,
esarot,,adj,lazy,,,,,
sasasat,,,,,,,,TRUE
say,,,,,"e cubsil mo, say makal sakit ni deknam | Say emausal ma ja almas niman ja tempo ket aliwena paltog, nu di ket Esel nen Apo.","Let it go so that the pain will go | In this present time, the weapon used is not a gun, but the Word of God.",,TRUE
saya,,,Fun;,,,,,TRUE
sayak,,,,,,,,TRUE
sayno,,,,,,,,TRUE
seddi,suh-DEE,n,leg/s,,,,,FALSE
seho,SEH-hoh,n,elbow,,,,,FALSE
semek,,,love;,,"Apaladoy adok to numan ni semek to. | Arague ladtay semek ko, kaysa semek to sun sikam.","He really persuaded his love for me. | My love for you is far more, than his.",,TRUE
semsemek,,,,,,,,TRUE
sesmek,,,,,,,,TRUE
sesmekan,,,,,,,,TRUE
sesmeken,,,,,,,,TRUE
sha,,,,,mayat numan in pan adivay sha,they had a good conversation experience,,TRUE
sha-she-ko,,,,,,,,TRUE
shadsakak,,,,,,,,TRUE
shafan,shah-FAN,n,"sole, feet/foot",,,,,FALSE
shaha,,,they are,,,,,TRUE
shahel,,,many;,,,,,TRUE
shaken,,,,,,,,TRUE
shalan,,,"way;
  2. pathway;",,,,,TRUE
shalong,,,descending trail;,,,,,TRUE
shamo,,,,,,,,TRUE
shanag,sha-NAG,,worry,,,,,FALSE
she,,,,,,,,TRUE
shi,,,,,Sikami jen pamilja ket kami ka mengan shi do-ongan ni baley mi. | Wara inun-an ko ebang ag ja bee shi kalsara. | Eshakel e basura shi kalsara isunga dinisan tayo asay maksayan.,"We as a family we eat under the house. | I saw a crazy girl in the street. | We have so much waste in the street, so let us clean to reduce/lessen the waste.",,TRUE
shila,SHEE-lah,n,tongue,,,,,FALSE
shima,,,where;,,,,,TRUE
shiman,,,"there;
  2. there;
  3. over there;
  4. Idiot;",,,,,TRUE
shimanag,shim-ah-NAG,,worried,,,,,FALSE
shinshindan,,,,,,,,TRUE
shita,,,,,,,,TRUE
shiya,,,Shiya;,,,,,TRUE
shokey,,,,,,,,TRUE
showashowa,,,,,,,,TRUE
shuron,shoo-RON,n,grasshopper,,,,,FALSE
shushuti,shoo-SHOO-tee,n,dragonfly,,,,,FALSE
shuwa,,,two;,,,,,TRUE
si-kak,,,,,,,,TRUE
si-kato'y,,,,,,,,TRUE
sifet,SEE-fuht,n,cockroach,,,,,FALSE
sijanan,,,,,,,,TRUE
sikak,,,me;,,,,,TRUE
sikam,,,you;,,"Nu gwaray too ja ka unsharasharal sun sikam ja ayshi kabul, na apal era sun sikam","When someone badmouths you for no reason, they are jealous of you.",,TRUE
sikara,,,they;,,,,,TRUE
sikato,,,him / her,,"E-comid sikato, nem matekal. | Nu asen ko sikato, ka un gwingi. | bagtit sikato","He/She is flat nosedd, but smart. | When i try to look at her, she looks away. | he is crazy",,TRUE
sikatoy,,,"he is, she is, it is",,,,,TRUE
sikayo,,,you guys;,,,,,TRUE
silsilbi,,,,,,,,TRUE
simaya,,,,,,,,TRUE
singa,,,as if / like;,,,,,TRUE
singen,,,"like;
  2. like, as;",,,,,TRUE
sinmek,,,,,,,,TRUE
sinmekan,,,,,,,,TRUE
sinmer,,,,,,,,TRUE
sipek,,,,,,,,TRUE
sira,,,"viand;
  2. viand, main course;",,,,,TRUE
soli,,,,,,,,TRUE
son,,,,,,,,TRUE
sulat,soo-LAT,,write,,,,,FALSE
sun,,,to;,,"Nu gwaray too ja ka unsharasharal sun sikam ja ayshi kabul, na apal era sun sikam | Ikuwan ko sun manang ko. | Arague ladtay semek ko, kaysa semek to sun sikam.","When someone badmouths you for no reason, they are jealous of you. | I will tell my sister. | My love for you is far more, than his.",,TRUE
sunga,,,,,,,,TRUE
supotaran,,,,,,,,TRUE
susot,soo-SOT,n,intestines,,,,,FALSE
suta,,,the;,,,,,TRUE
sutan,,,,,,,,TRUE
sèsmeken,,,,,,,,TRUE
ta't,,,,,,,,TRUE
taha,,,taha;,,,,,TRUE
takdai,tak-DAY,n,hands,,,,,FALSE
talaga,,,,,,,,TRUE
tan,TAN,,and,,,,,FALSE
tangida,tah-ngee-DAH,n,ear/ears,,,,,FALSE
taraki,,,taraki;,,,,,TRUE
tatang,tah-TANG,n,father,,si tatang ko ket na-enshi nunta 2018.,My dad past away back 2018.,,FALSE
tau,,,,,,,,TRUE
tawen,,,,,,,,TRUE
tayaw,,,ibaloi dance;,,,,,TRUE
tayo,,,,,Eshakel e basura shi kalsara isunga dinisan tayo asay maksayan.,"We have so much waste in the street, so let us clean to reduce/lessen the waste.",,TRUE
tedo,,,three;,,,,,TRUE
temok,tuh-MOK,n,forehead,,,,,FALSE
tempo,,,weather;,,"Say emausal ma ja almas niman ja tempo ket aliwena paltog, nu di ket Esel nen Apo. | Aligwena enam-ay ma niman ja tempo ja mengnap ni pan dagbo-ab.","In this present time, the weapon used is not a gun, but the Word of God. | Today's it's not easy to find a job to earn a living",,TRUE
tep,,,"so that, because, thus;",,Imahad ak tep naagangak. | Eman uwab i nganga tep emanjokow.,I went home because I was hungry. | The baby yawns because she is sleepy.,,TRUE
tetit,TEH-tit,n,bird/s,,,,,FALSE
ti-yed,,,,,,,,TRUE
timedted,,,dripped;,,,,,TRUE
timpo,,,time;,,,,,TRUE
tinaw-en,tee-naw-UHN,,every year,,,,,FALSE
tinawtaw-en,tee-naw-TAW-uhn,,every year,,,,,FALSE
tinayanan,,,,,,,,TRUE
tinmungawan,,,,,,,,TRUE
tinunggawan,,,,,,,,TRUE
to0,,,,,,,,TRUE
toha,,,,,,,,TRUE
toktok,TOK-tok,n,head,,,,,FALSE
ton,,,,,Inpanbalen ton duvong e too bengat. | Baknang numan era huta barkadak. | Eg in uli ni kaaruba mi huta binudod ton batiya. | Pelmi afal to esunga chenechal toy kaet ton too.,She/He made the person his world. | My friends were rich. | Our neighbor did not return  our tub that they borrowed. | Because of jelousy she distroyed others.,,TRUE
tongawan,,,"chair, bench;",,,,,TRUE
town,,,,,,,,TRUE
toy,,,Where,,Pelmi afal to esunga chenechal toy kaet ton too.,Because of jelousy she distroyed others.,,TRUE
tugi,,,,,,,,TRUE
tukala,too-KAH-lah,v,come,,,,,FALSE
tukaljo,too-KAL-joh,v,come,,,,,FALSE
u-owap,OO-oh-wap,n,falsehood,"bah’sil, o-owap",,,two glottal stops [ʔ] separate vowels; stress on -o-,FALSE
ubda,OOB-dah,n/v,"work, labor","itil, obda",,,common everyday term,FALSE
ubdaan,,,,,,,,TRUE
ubing,oo-BEENG,n,"child, children; adj young",,,,stress on 2nd syllable; initial glottal stop before vowel,FALSE
ufa,OO-fah,n,hen,,,,,FALSE
ufo,OO-foh,n,"money, wine, rice, animals given during the wake of the dead in assistance to the bereaved family in the hope that the dead might share such things with other relatives who had died before him","addak, bangkilay, bekkas",,,stress on first syllable,FALSE
ugadi,oo-GAH-dee,n,"way, custom, tradition, characteristic",caragguian,,,stress on 2nd syllable,FALSE
uhob,OO-hob,v,"eat with, partake of",,,,stress on 2nd syllable,FALSE
ulai,,,,,,,,TRUE
ulao,oo-LAW,n/v,state of confusion; confused,,,,diphthong aʊ like in cow,FALSE
ulayto,oo-lay-TOH,v,"remains to be seen, perhaps, maybe",,,,stress on 2nd syllable,FALSE
ulep,OO-luhp,n,"fog, mist",mul-ok,,,stress on 2nd syllable,FALSE
uli,OO-lee,v,return,,Baknang numan era huta barkadak. | Eg in uli ni kaaruba mi huta binudod ton batiya.,My friends were rich. | Our neighbor did not return  our tub that they borrowed.,stress on 2nd syllable,FALSE
uling,OO-leeng,n,charcoal,,,,stress on 2nd syllable,FALSE
ulpo,OOL-poh,n,thigh/s,,,,,FALSE
ulsa,ool-SAH,n,deer,,,,,FALSE
uma,oo-MAH,n,"clearing in the woods or on the mountainside planted to root crops like yams, taro, bananas",,,,stress on 2nd syllable,FALSE
un-ata,oon-ah-TAH,conj,because,"gafut, ngarud",,,hyphen suggests affixation; glottal stop [ʔ] before vowel-initial morpheme,FALSE
unas,oo-NAS,n,sugar cane,,,,stress on first syllable,FALSE
unat,OO-nat,v,"stretch, straighten",,,,"stress on first, final -t is unreleased [t̚] in natural speech",FALSE
uno,,,uno;,,,,,TRUE
unod,OO-nod,v,"follow, heed; adj last, least",,,,stress on first; -d sometimes taps/flaps [ɾ] depending on dialect,FALSE
unpilshe,,,,,,,,TRUE
unu,,,,,,,,TRUE
urishi-an,oo-RIH-shi-an,n,younger one,,,,-shi- uses [ʃ] like “sh” in shoe; final -an often has glottal onset,FALSE
usil,oo-SIL,v,run after,"inusil, osil",,,stress on first syllable,FALSE
usok,oo-SOK,n/v,"mine, cave; enter",diyang,,,stress on first,FALSE
uston,oos-TON,,the right one,,Ngentoy uston nangyare?,What really happened?,,TRUE
utang,oo-TANG,n,debt,,Shakel utang nen Nena shi kantina.,Nena has a lot of debt at the store.,stress on first; ng = [ŋ] velar nasal,FALSE
uvan,oo-VAN,n,white or grey hair,,Shakel uvan nen lolo.,Grandpa has a lot of white hairs.,stress on first,FALSE
uvet,ooh-VUHT,n,"behind, buttocks",,Sinepdat nen nanang eh uvet ni nga-nga.,My mom spanked the child's butt.,stress on second syllable,FALSE
uwab,ohh-WAB,n/v,yawn,,Inmuwab eh nga-nga.,The baby yawned.,stress on first,FALSE
uwak,oo-WAK,n,crow,,Tinmayab eh uwak.,The crow flew.,,FALSE
vad-an,VAD-an,,,,,,,TRUE
wara,WAH-rah,,have,,Wara eh shanom ko.,I have water.,,TRUE
wara'y,wah-RAY,,there is ,,Warae inunan kon baka.,There is a cow I saw.,,TRUE
warad,WAH-rad,,there is at,,Warad baley eh bag ko.,My bag is at home.,,TRUE
warae,wah-rah-EH,,there is,,Warae inunan kon baka.,There is a cow I saw.,,TRUE
yet,,,,,,,,TRUE
you,,,,,,,,TRUE
yoyo,YOH-yoh,n,small eels found in the rice paddies,,Nangshel si tatang ko ni yoyo.,My dad caught an eel.,"both syllables with [j] glide, stress on first",FALSE
kenshat,,,,,,,,
baga,,,,,,,,
pinshas,,,,,,,,
cavajo,,n,horse,,,,,
alo-te-it,,n,lizard,,,,,
kamaptengan,,adj,best,,,,,
soso,,n,breast,,,,,
altei,,n,liver,,,,,
otin,,n,vagina,,,,,
boto,,n,penis,,,,,
koho ni seddi,,n,toenails,,,,,
afo,,n,grandfather,,,,,
lelong,,n,grandfather,,,,,
afo,,n,grandmother,,,,,
lelang,,n,grandmother,,,,,
pangina-an,,n,aunt,,,,,
pangama-an,,n,uncle,,,,,
kasingsing,,n,cousin/s,,,,,
afo,,n,grandchild,,,,,
afo,,n,grandchildren,,,,,
ka-afo-an,,n,ancestors,,,,,
ap-afo,,n,ancestors,,,,,
oguis,,n,hatred,,,,,
balei,,n,house,,,,,
taleb,,n,ceiling,,,,,
doh'suhan,,n,door,,,,,
tangeb,,n,door,,,,,
sevei,,n,eaves,,,,,
shah'tal,,n,floor,,,,,
tuhod,,n,post/s,,,,,
shingshing,,n,wall/s,,,,,
tawa,,n,window/s,,,,,
ah'mesan,,n,bathroom,,,,,
kama,,n,bed,,,,,
shuhodan,,n,bed,,,,,
kowarto,,n,bedroom/s,,,,,
tado-an,,n,cabinet,,,,,
suhong,,n,corner,,,,,
tungawan,,n,chair,,,,,
sakpalan,,n,countertop,,,,,
damesa-an,,n,"desk, table",,,,,
kosina,,n,kitchen,,,,,
tasa,,n,cup,,,,,
tastasa,,n,cups,,,,,
tinedor,,n,fork/s,,,,,
ta-ed,,n,knife/knives,,,,,
ettak,,n,big knife(bolo),,,,,
pingkan,,n,plate,,,,,
pingpingkan,,n,plates,,,,,
kudkudsara,,n,spoons,,,,,
kudsara,,n,spoon,,,,,
keh'guanan,,n,sink,,,,,
doto-an,,n,stove,,,,,
caseljas,,n,toilet,,,,,
kas-ano,,adv,how,,,,,
sah'no,,adv,how,,,,,
ayat,,n/v,love,,,,,
pilak,,n,money,,,,,
aishi,,adv,"no, none, nothing",,,,,
sahei,,adj,one,,,,,
teddo,,adj,three,,,,,
epat,,adj,four,,,,,
dima,,adj,five,,,,,
enem,,adj,six,,,,,
pito,,adj,seven,,,,,
gualo,,adj,eight,,,,,
siyam,,adj,nine,,,,,
sampolo,,adj,ten,,,,,
sampulo tan sahei,,adj,eleven,,,,,
sampolo tan shuwa,,adj,twelve,,,,,
sampolo tan teddo,,adj,thirteen,,,,,
sampolo tan epat,,adj,fourteen,,,,,
sampolo tan dima,,adj,fifteen,,,,,
sampolo tan enem,,adj,sixteen,,,,,
sampolo tan pito,,adj,seventeen,,,,,
sampolo tan gualo,,adj,eighteen,,,,,
sampolo tan siyam,,adj,nineteen,,,,,
shuwen polo,,adj,twenty,,,,,
tedon polo,,adj,thirty,,,,,
epat ta polo,,adj,forty,,,,,
dimen polo,,adj,fifty,,,,,
enema polo,,adj,sixty,,,,,
piton polo,,adj,seventy,,,,,
gualon polo,,adj,eighty,,,,,
siyama polo,,adj,ninety,,,,,
mapteng,,adj,okay,,,,,
osto,,adj,okay,,,,,
to-o,,n,"people, person",,,,,
